FR_CRL_NAP_2023-04-13_FR1302,FR1302,2023-04-13,2023-04-13,06:25,08:40,02:15,0,FR,CRL,NAP,2023-04-12,4,124.23
FR_CRL_ALC_2023-04-13_FR9053,FR9053,2023-04-13,2023-04-13,09:00,11:25,02:25,0,FR,CRL,ALC,2023-04-12,-1,133.59
FR_CRL_IBZ_2023-04-13_FR6456,FR6456,2023-04-13,2023-04-13,10:20,12:45,02:25,0,FR,CRL,IBZ,2023-04-12,2,73.9
FR_CRL_AGP_2023-04-13_FR1916,FR1916,2023-04-13,2023-04-13,17:30,20:15,02:45,0,FR,CRL,AGP,2023-04-12,3,104.99
FR_CRL_PMI_2023-04-13_FR7831,FR7831,2023-04-13,2023-04-13,17:45,19:55,02:10,0,FR,CRL,PMI,2023-04-12,3,123.09
FR_CRL_TFS_2023-04-13_FR563,FR563,2023-04-13,2023-04-13,20:00,23:35,04:35,0,FR,CRL,TFS,2023-04-12,2,112.43
FR_CRL_RHO_2023-04-14_FR8577,FR8577,2023-04-14,2023-04-14,07:55,12:30,03:35,0,FR,CRL,RHO,2023-04-12,-1,58.27
FR_CRL_BDS_2023-04-14_FR7737,FR7737,2023-04-14,2023-04-14,07:00,09:25,02:25,0,FR,CRL,BDS,2023-04-12,1,47.36
FR_CRL_NAP_2023-04-14_FR1302,FR1302,2023-04-14,2023-04-14,09:10,11:25,02:15,0,FR,CRL,NAP,2023-04-12,-1,60.87
FR_CRL_NAP_2023-04-14_FR1310,FR1310,2023-04-14,2023-04-14,20:00,22:15,02:15,0,FR,CRL,NAP,2023-04-12,5,60.87
FR_CRL_FAO_2023-04-14_FR6312,FR6312,2023-04-14,2023-04-14,17:30,19:25,02:55,0,FR,CRL,FAO,2023-04-12,2,155.27
FR_CRL_ALC_2023-04-14_FR3534,FR3534,2023-04-14,2023-04-14,09:45,12:10,02:25,0,FR,CRL,ALC,2023-04-12,4,123.09
FR_CRL_ALC_2023-04-14_FR9053,FR9053,2023-04-14,2023-04-14,17:20,19:45,02:25,0,FR,CRL,ALC,2023-04-12,2,123.09
FR_CRL_IBZ_2023-04-14_FR6456,FR6456,2023-04-14,2023-04-14,16:15,18:40,02:25,0,FR,CRL,IBZ,2023-04-12,-1,58.43
FR_CRL_AGP_2023-04-14_FR1928,FR1928,2023-04-14,2023-04-14,10:00,12:45,02:45,0,FR,CRL,AGP,2023-04-12,3,134.64
FR_CRL_AGP_2023-04-14_FR1916,FR1916,2023-04-14,2023-04-14,20:55,23:40,02:45,0,FR,CRL,AGP,2023-04-12,1,71.49
FR_CRL_TFS_2023-04-14_FR563,FR563,2023-04-14,2023-04-14,06:30,10:05,04:35,0,FR,CRL,TFS,2023-04-12,5,67.14
FR_BRU_PMI_2023-04-14_FR2915,FR2915,2023-04-14,2023-04-14,11:00,13:15,02:15,0,FR,BRU,PMI,2023-04-12,1,133.59
FR_CRL_HER_2023-04-15_FR7986,FR7986,2023-04-15,2023-04-15,08:10,12:35,03:25,0,FR,CRL,HER,2023-04-12,4,66.43
FR_CRL_NAP_2023-04-15_FR1302,FR1302,2023-04-15,2023-04-15,07:45,10:00,02:15,0,FR,CRL,NAP,2023-04-12,3,43.71
FR_CRL_PMO_2023-04-15_FR6269,FR6269,2023-04-15,2023-04-15,21:30,23:59,02:29,0,FR,CRL,PMO,2023-04-12,5,58.43
