FR_CRL_NAP_2023-04-20_FR1302,FR1302,2023-04-20,2023-04-20,06:25,08:40,02:15,0,FR,CRL,NAP,2023-04-19,2,124.23
FR_CRL_ALC_2023-04-20_FR9053,FR9053,2023-04-20,2023-04-20,09:00,11:25,02:25,0,FR,CRL,ALC,2023-04-19,3,163.79
FR_CRL_IBZ_2023-04-20_FR6456,FR6456,2023-04-20,2023-04-20,10:20,12:45,02:25,0,FR,CRL,IBZ,2023-04-19,5,228.23
FR_CRL_TFS_2023-04-20_FR563,FR563,2023-04-20,2023-04-20,20:00,23:35,04:35,0,FR,CRL,TFS,2023-04-19,-1,75.36
FR_CRL_RHO_2023-04-21_FR8577,FR8577,2023-04-21,2023-04-21,07:55,12:30,03:35,0,FR,CRL,RHO,2023-04-19,2,348.28
FR_CRL_NAP_2023-04-21_FR1302,FR1302,2023-04-21,2023-04-21,09:10,11:25,02:15,0,FR,CRL,NAP,2023-04-19,4,388.3
FR_CRL_PMO_2023-04-21_FR6269,FR6269,2023-04-21,2023-04-21,16:35,19:05,02:30,0,FR,CRL,PMO,2023-04-19,3,210.53
FR_CRL_FAO_2023-04-21_FR6312,FR6312,2023-04-21,2023-04-21,17:30,19:25,02:55,0,FR,CRL,FAO,2023-04-19,4,229.39
FR_CRL_IBZ_2023-04-21_FR6456,FR6456,2023-04-21,2023-04-21,16:15,18:40,02:25,0,FR,CRL,IBZ,2023-04-19,1,438.24
FR_CRL_AGP_2023-04-21_FR1928,FR1928,2023-04-21,2023-04-21,10:00,12:45,02:45,0,FR,CRL,AGP,2023-04-19,3,426.03
FR_CRL_AGP_2023-04-21_FR1916,FR1916,2023-04-21,2023-04-21,20:55,23:40,02:45,0,FR,CRL,AGP,2023-04-19,5,426.03
FR_CRL_TFS_2023-04-21_FR563,FR563,2023-04-21,2023-04-21,06:30,10:05,04:35,0,FR,CRL,TFS,2023-04-19,5,146.52
FR_BRU_PMI_2023-04-21_FR2915,FR2915,2023-04-21,2023-04-21,11:00,13:15,02:15,0,FR,BRU,PMI,2023-04-19,2,426.03
FR_CRL_HER_2023-04-22_FR7986,FR7986,2023-04-22,2023-04-22,08:10,12:35,03:25,0,FR,CRL,HER,2023-04-19,1,284.88
FR_CRL_NAP_2023-04-22_FR1302,FR1302,2023-04-22,2023-04-22,07:45,10:00,02:15,0,FR,CRL,NAP,2023-04-19,3,147.86
FR_CRL_PMO_2023-04-22_FR6269,FR6269,2023-04-22,2023-04-22,21:30,23:59,02:29,0,FR,CRL,PMO,2023-04-19,2,181.93
FR_CRL_ALC_2023-04-22_FR3534,FR3534,2023-04-22,2023-04-22,15:50,18:15,02:25,0,FR,CRL,ALC,2023-04-19,1,299.22
FR_CRL_PMI_2023-04-22_FR7831,FR7831,2023-04-22,2023-04-22,17:20,19:30,02:10,0,FR,CRL,PMI,2023-04-19,1,251.19
FR_CRL_CFU_2023-04-23_FR6251,FR6251,2023-04-23,2023-04-23,17:00,20:40,02:40,0,FR,CRL,CFU,2023-04-19,1,179.19
FR_CRL_BDS_2023-04-23_FR7737,FR7737,2023-04-23,2023-04-23,17:30,19:55,02:25,0,FR,CRL,BDS,2023-04-19,4,121.87
FR_CRL_NAP_2023-04-23_FR1302,FR1302,2023-04-23,2023-04-23,09:45,12:00,02:15,0,FR,CRL,NAP,2023-04-19,1,165.95
FR_CRL_ALC_2023-04-23_FR3534,FR3534,2023-04-23,2023-04-23,09:55,12:20,02:25,0,FR,CRL,ALC,2023-04-19,3,398.43
FR_CRL_AGP_2023-04-23_FR1916,FR1916,2023-04-23,2023-04-23,21:30,00:15,02:45,0,FR,CRL,AGP,2023-04-19,4,251.19
FR_BRU_AGP_2023-04-23_FR2923,FR2923,2023-04-23,2023-04-23,09:55,12:50,02:55,0,FR,BRU,AGP,2023-04-19,2,314.38
FR_CRL_RHO_2023-04-24_FR8577,FR8577,2023-04-24,2023-04-24,12:00,16:35,03:35,0,FR,CRL,RHO,2023-04-19,4,471.36
FR_CRL_BDS_2023-04-24_FR7737,FR7737,2023-04-24,2023-04-24,20:55,23:20,02:25,0,FR,CRL,BDS,2023-04-19,1,76.63
FR_CRL_NAP_2023-04-24_FR1302,FR1302,2023-04-24,2023-04-24,06:30,08:45,02:15,0,FR,CRL,NAP,2023-04-19,-1,124.23
FR_CRL_NAP_2023-04-24_FR1310,FR1310,2023-04-24,2023-04-24,09:30,11:45,02:15,0,FR,CRL,NAP,2023-04-19,2,147.86
FR_CRL_PMO_2023-04-24_FR6269,FR6269,2023-04-24,2023-04-24,12:05,14:35,02:30,0,FR,CRL,PMO,2023-04-19,3,171.43
FR_CRL_FAO_2023-04-24_FR2941,FR2941,2023-04-24,2023-04-24,18:00,19:55,02:55,0,FR,CRL,FAO,2023-04-19,1,444.42
FR_CRL_ALC_2023-04-24_FR3534,FR3534,2023-04-24,2023-04-24,16:55,19:20,02:25,0,FR,CRL,ALC,2023-04-19,4,407.63
FR_CRL_AGP_2023-04-24_FR1916,FR1916,2023-04-24,2023-04-24,19:20,22:05,02:45,0,FR,CRL,AGP,2023-04-19,2,255.39
FR_CRL_PMI_2023-04-24_FR7831,FR7831,2023-04-24,2023-04-24,08:55,11:05,02:10,0,FR,CRL,PMI,2023-04-19,2,218.59
FR_BRU_AGP_2023-04-24_FR2923,FR2923,2023-04-24,2023-04-24,17:40,20:30,02:50,0,FR,BRU,AGP,2023-04-19,1,265.52
FR_BRU_PMI_2023-04-24_FR2915,FR2915,2023-04-24,2023-04-24,20:25,22:40,02:15,0,FR,BRU,PMI,2023-04-19,3,426.03
FR_CRL_HER_2023-04-25_FR7986,FR7986,2023-04-25,2023-04-25,07:20,11:45,03:25,0,FR,CRL,HER,2023-04-19,3,280.44
FR_CRL_BDS_2023-04-25_FR7737,FR7737,2023-04-25,2023-04-25,17:20,19:45,02:25,0,FR,CRL,BDS,2023-04-19,2,177.63
FR_CRL_NAP_2023-04-25_FR1302,FR1302,2023-04-25,2023-04-25,19:20,21:35,02:15,0,FR,CRL,NAP,2023-04-19,2,291.15
FR_CRL_FAO_2023-04-25_FR2941,FR2941,2023-04-25,2023-04-25,13:45,15:40,02:55,0,FR,CRL,FAO,2023-04-19,3,188.99
FR_CRL_ALC_2023-04-25_FR9053,FR9053,2023-04-25,2023-04-25,12:15,14:40,02:25,0,FR,CRL,ALC,2023-04-19,3,426.03
FR_CRL_IBZ_2023-04-25_FR6456,FR6456,2023-04-25,2023-04-25,09:25,11:50,02:25,0,FR,CRL,IBZ,2023-04-19,1,118.05
FR_CRL_AGP_2023-04-25_FR1916,FR1916,2023-04-25,2023-04-25,16:00,18:45,02:45,0,FR,CRL,AGP,2023-04-19,3,344.22
FR_CRL_TFS_2023-04-25_FR563,FR563,2023-04-25,2023-04-25,07:15,10:50,04:35,0,FR,CRL,TFS,2023-04-19,2,198.15
FR_CRL_RHO_2023-04-26_FR8577,FR8577,2023-04-26,2023-04-26,13:10,17:45,03:35,0,FR,CRL,RHO,2023-04-19,1,223.66
FR_CRL_PMO_2023-04-26_FR6269,FR6269,2023-04-26,2023-04-26,09:25,11:55,02:30,0,FR,CRL,PMO,2023-04-19,2,388.3
FR_CRL_ALC_2023-04-26_FR6063,FR6063,2023-04-26,2023-04-26,21:55,00:20,02:25,0,FR,CRL,ALC,2023-04-19,5,205.49
FR_CRL_PMI_2023-04-26_FR7831,FR7831,2023-04-26,2023-04-26,06:55,09:05,02:10,0,FR,CRL,PMI,2023-04-19,2,191.99
FR_BRU_AGP_2023-04-26_FR2923,FR2923,2023-04-26,2023-04-26,10:05,13:00,02:55,0,FR,BRU,AGP,2023-04-19,5,284.68
FR_CRL_NAP_2023-04-27_FR1302,FR1302,2023-04-27,2023-04-27,06:25,08:40,02:15,0,FR,CRL,NAP,2023-04-19,1,247.27
FR_CRL_FAO_2023-04-27_FR2941,FR2941,2023-04-27,2023-04-27,11:25,13:20,02:55,0,FR,CRL,FAO,2023-04-19,1,274.29
FR_CRL_RHO_2023-04-28_FR8577,FR8577,2023-04-28,2023-04-28,07:55,12:30,03:35,0,FR,CRL,RHO,2023-04-19,1,345.66
FR_CRL_BDS_2023-04-28_FR7737,FR7737,2023-04-28,2023-04-28,07:00,09:25,02:25,0,FR,CRL,BDS,2023-04-19,2,257.13
FR_CRL_NAP_2023-04-28_FR1302,FR1302,2023-04-28,2023-04-28,09:10,11:25,02:15,0,FR,CRL,NAP,2023-04-19,-1,214.07
FR_CRL_NAP_2023-04-28_FR1310,FR1310,2023-04-28,2023-04-28,20:00,22:15,02:15,0,FR,CRL,NAP,2023-04-19,1,210.53
FR_CRL_PMO_2023-04-28_FR6269,FR6269,2023-04-28,2023-04-28,16:35,19:05,02:30,0,FR,CRL,PMO,2023-04-19,5,184.87
FR_CRL_FAO_2023-04-28_FR6312,FR6312,2023-04-28,2023-04-28,17:30,19:25,02:55,0,FR,CRL,FAO,2023-04-19,4,426.03
